average_accuracy_vl,sd_accuracy_vl,average_tr_error_best_vl,network_topology,activation_hidden,weight_init,regularization,momentum,learning_rate
1.1015201872,0.0574431589,0.7198815687,"{'layer_sizes': (36, 36, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.12, 'ALPHA': 0.75, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 1e-05}}, 'batch_size': 200, 'epochs': 1350, 'input_size': 10}",,,,,
1.1015926431,0.0595210047,0.7922592931,"{'layer_sizes': (36, 36, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.06, 'ALPHA': 0.8, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 1e-06}}, 'batch_size': 16, 'epochs': 1350, 'input_size': 10}",,,,,
1.1016299658,0.0614394832,0.825618137,"{'layer_sizes': (36, 36, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.06, 'ALPHA': 0.75, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 1e-06}}, 'batch_size': 100, 'epochs': 1350, 'input_size': 10}",,,,,
1.1017298871,0.0461760251,0.7139074426,"{'layer_sizes': (36, 36, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.11, 'ALPHA': 0.78, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 1e-05}}, 'batch_size': 16, 'epochs': 1350, 'input_size': 10}",,,,,
1.1017991031,0.058492328,0.8249586501,"{'layer_sizes': (36, 36, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.06, 'ALPHA': 0.75, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 3.5e-05}}, 'batch_size': 100, 'epochs': 1350, 'input_size': 10}",,,,,
1.1019628773,0.0535207697,0.7399975416,"{'layer_sizes': (36, 36, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.13, 'ALPHA': 0.75, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 7.5e-05}}, 'batch_size': 32, 'epochs': 1350, 'input_size': 10}",,,,,
1.1025735423,0.0660851977,0.8102437605,"{'layer_sizes': (36, 36, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.06, 'ALPHA': 0.78, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 1e-05}}, 'batch_size': 64, 'epochs': 1350, 'input_size': 10}",,,,,
1.1027263438,0.0574850265,0.8287807638,"{'layer_sizes': (36, 36, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.06, 'ALPHA': 0.78, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 3.5e-05}}, 'batch_size': 16, 'epochs': 1350, 'input_size': 10}",,,,,
1.1027924614,0.0529329912,0.8119312917,"{'layer_sizes': (36, 36, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.06, 'ALPHA': 0.75, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 1e-06}}, 'batch_size': 32, 'epochs': 1350, 'input_size': 10}",,,,,
1.1029197771,0.0624163514,0.7938771286,"{'layer_sizes': (36, 36, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.06, 'ALPHA': 0.78, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 1e-05}}, 'batch_size': 100, 'epochs': 1350, 'input_size': 10}",,,,,
